# file...... output/Gen_1_Speed.csv
# date...... Tue Feb 28 22:47:23 2023
# user...... ananth
# host...... (null)
# target.... diesel_dg 1
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,rotor_speed,rotor_angle,flux1d,flux2q,EpRotated,VintRotated,Eint_A,Eint_B,Eint_C,Irotated,pwr_electric.real,pwr_electric.imag,pwr_mech,torque_mech,torque_elec
2001-08-01 13:00:03.014000 PDT,+375.709354757,+0.145667036549,+1.0118502632,-0.156273057408,+0.141286164536+1.10632364662j,+0.145568133928+1.05908695491j,+2565.03112552+23.2810355974j,-1262.3535945-2233.02263399j,-1302.67753101+2209.7415984j,+1.23956951171+0.663732511068j,+458896.426154,+529703.935888,+180785.394178,+481.184170393,+1242.19102621
2001-08-01 13:00:03.016000 PDT,+375.496967125,+0.142891180852,+1.01156420744,-0.156579645799,+0.141438347868+1.10689474689j,+0.145764432991+1.05922947717j,+2565.49143507+15.7432853467j,-1269.11163249-2229.65239864j,-1296.37980259+2213.90911329j,+1.23636896991+0.653086237832j,+452530.258895,+524552.841879,+180785.394178,+481.456336551,+1226.17436973
2001-08-01 13:00:03.018000 PDT,+375.286654622,+0.139693152797,+1.01128251697,-0.156880790456,+0.14158885367+1.1074639645j,+0.145957978466+1.05937324073j,+2565.93492265+7.12685443546j,-1276.79542433-2225.72825469j,-1289.13949831+2218.60140025j,+1.24230310763+0.648485366166j,+448906.758701,+524765.198818,+180785.394178,+481.72614707,+1221.01936412
2001-08-01 13:00:03.020000 PDT,+375.075154318,+0.136073883318,+1.01100022877,-0.157181420083,+0.141740012572+1.10803067381j,+0.146151843289+1.05951545129j,+2566.34508892-2.57456507311j,-1285.40218322-2221.23275934j,-1280.9429057+2223.80732442j,+1.25184671462+0.651172945327j,+449461.705668,+527457.956038,+180785.394178,+481.997786568,+1227.45696863
2001-08-01 13:00:03.022000 PDT,+374.859833152,+0.132028184291,+1.01071697251,-0.157485838155,+0.141893872838+1.10859483202j,+0.146348720071+1.05965590227j,+2566.7099341-13.3810983198j,-1294.94333813-2216.14545792j,-1271.76659597+2229.52655624j,+1.26086533269+0.659706796753j,+453693.718143,+530379.365503,+180785.394178,+482.274648254,+1242.50095362
2001-08-01 13:00:03.024000 PDT,+374.639111598,+0.127546606418,+1.01043493794,-0.157796839705,+0.142051775854+1.10915672677j,+0.146550365526+1.05979583236j,+2567.01876586-25.321038633j,-1305.43804564-2210.44294391j,-1261.58072022+2235.76398254j,+1.2673069569+0.671773462016j,+460306.673341,+532337.936402,+180785.394178,+482.558784124,+1262.29001555
2001-08-01 13:00:03.026000 PDT,+374.412339644,+0.122617521475,+1.01015701593,-0.158115746997,+0.142214368035+1.1097167414j,+0.146757619167+1.05993687866j,+2567.25949274-38.4259037141j,-1316.90755515-2204.09898697j,-1250.35193759+2242.52489068j,+1.270827973+0.685350822049j,+468023.679679,+533044.14234,+180785.394178,+482.851057606,+1283.7440196
2001-08-01 13:00:03.028000 PDT,+374.179450893,+0.117228665396,+1.00988565023,-0.158442875762,+0.142381818765+1.11027520792j,+0.146970692193+1.06008042908j,+2567.41702374-52.7273372307j,-1329.37172539-2197.08469605j,-1238.04529835+2249.81203328j,+1.27203766934+0.699170493596j,+475971.636949,+532728.029687,+180785.394178,+483.151583409,+1305.09959093
2001-08-01 13:00:03.030000 PDT,+373.94062638,+0.111367955586,+1.00962241895,-0.158778051922,+0.142554064099+1.11083235186j,+0.147189489191+1.0602273854j,+2567.47269278-68.2557865714j,-1342.84759152-2189.36868218j,-1224.62510126+2257.62446876j,+1.27181263782+0.712686045345j,+483730.540622,+531780.060934,+180785.394178,+483.46015764,+1325.72335383
2001-08-01 13:00:03.032000 PDT,+373.696077033,+0.105023738249,+1.00936810915,-0.159120977835,+0.142730980259+1.11138829982j,+0.147413836709+1.06037820449j,+2567.40432059-85.0403202746j,-1357.349238-2180.91720328j,-1210.05508259+2265.95752355j,+1.27087642001+0.725813357924j,+491203.579191,+530525.348148,+180785.394178,+483.776537376,+1345.63936157
2001-08-01 13:00:03.034000 PDT,+373.445956306,+0.0981847335094,+1.00912300276,-0.1594714033,+0.142912465022+1.11194311476j,+0.147643590245+1.06053305876j,+2567.18651212-103.108892333j,-1372.88817618-2171.69428959j,-1194.29833595+2274.80318192j,+1.26965019634+0.738651344669j,+498445.618044,+529139.630255,+180785.394178,+484.100553575,+1365.08233011
2001-08-01 13:00:03.036000 PDT,+373.190363759,+0.0908399075064,+1.00888716683,-0.159829147112,+0.143098448228+1.11249683229j,+0.147878647909+1.06069199956j,+2566.79092241-122.488571382j,-1389.4736757-2161.66185932j,-1177.31724672+2284.1504307j,+1.26828383626+0.751289181065j,+505531.015031,+527662.450366,+180785.394178,+484.432106866,+1384.21655817
2001-08-01 13:00:03.038000 PDT,+372.929389816,+0.0829784036753,+1.00866064838,-0.160194042004,+0.143288865708+1.1130494855j,+0.148118916078+1.06085506694j,+2566.18638248-143.205517081j,-1407.112807-2150.77983954j,-1159.07357549+2293.98535662j,+1.26676175022+0.763720452521j,+512485.418907,+526052.518511,+180785.39407,+484.77110951,+1403.02952899
2001-08-01 13:00:03.040000 PDT,+372.66313137,+0.0745895740134,+1.00844355743,-0.16056586421,+0.143483625687+1.11360111562j,+0.148364265265+1.06102233652j,+2565.3388887-165.284687382j,-1425.81018248-2139.00630324j,-1139.52870622+2304.29099062j,+1.2650100074+0.77583849684j,+519271.520521,+524245.050623,+180701.158745,+484.891430178,+1421.34688116
2001-08-01 13:00:03.042000 PDT,+372.391744676,+0.0656629634275,+1.00823607061,-0.16094428334,+0.143682584646+1.11415177262j,+0.148614498559+1.06119392161j,+2564.21149131-188.749697181j,-1445.56777837-2126.29744356j,-1118.64371294+2315.04714074j,+1.2629654905+0.787473673083j,+525806.286297,+522189.35318,+180589.81327,+484.945801973,+1438.90217128
2001-08-01 13:00:03.044000 PDT,+372.115489322,+0.056188552642,+1.00803839835,-0.161328841246,+0.143885536887+1.11470151117j,+0.148869338132+1.06136995476j,+2562.76419855-213.622048839j,-1466.38422038-2112.60787544j,-1096.37997817+2326.22992428j,+1.26060170119+0.798435676271j,+531986.450841,+519864.661186,+180452.32965,+484.936356663,+1455.40529623
2001-08-01 13:00:03.046000 PDT,+371.834707769,+0.0461569206742,+1.00785074855,-0.161718956465,+0.144092216248+1.115250386j,+0.149128427739+1.06155056727j,+2560.95390451-239.920595149j,-1488.25428254-2097.89084165j,-1072.69962196+2337.8114368j,+1.25792611924+0.808547215843j,+537710.989448,+517279.233621,+180303.658236,+484.902712063,+1470.59220891
2001-08-01 13:00:03.048000 PDT,+371.549819373,+0.0355594108444,+1.00767330492,-0.162113942207,+0.144302304322+1.11579844906j,+0.149391343718+1.06173587699j,+2558.7343776-267.661000673j,-1511.16841498-2082.0984722j,-1047.56596261+2349.75947287j,+1.25496378596+0.817659569178j,+542893.054581,+514460.996425,+180159.886939,+484.887564318,+1484.24476245
2001-08-01 13:00:03.050000 PDT,+371.261305782,+0.0243882725805,+1.00750622224,-0.162513027951,+0.14451544045+1.1163457489j,+0.149657608307+1.06192598557j,+2556.05630933-296.855260014j,-1535.11235109-2065.18206738j,-1020.94395825+2362.03732739j,+1.25174104432+0.825655120497j,+547463.168829,+511447.959515,+180031.882286,+484.919595665,+1496.19116677
2001-08-01 13:00:03.052000 PDT,+370.969695301,+0.012636770475,+1.00734963393,-0.16291537902,+0.144731230833+1.11689233154j,+0.149926701744+1.06212098274j,+2552.86741472-327.51128948j,-1560.06680408-2047.0923889j,-992.800610644+2374.60367838j,+1.24827483884+0.832443115896j,+551367.478899,+508281.160557,+179924.063582,+485.010139268,+1506.2974671
2001-08-01 13:00:03.054000 PDT,+370.675550088,+0.000299263748384,+1.0072036651,-0.163320112164,+0.144949255788+1.11743824213j,+0.150198071895+1.06232095362j,+2549.1125743-359.632584063j,-1586.00724098-2027.77995442j,-963.105333324+2387.41253849j,+1.24456880886+0.837953703391j,+554564.291311,+505000.908529,+179836.017407,+485.157484393,+1514.457869
2001-08-01 13:00:03.056000 PDT,+370.379456987,-0.0126287364089,+1.00706844531,-0.16372630762,+0.145169075382+1.11798352659j,+0.150471141736+1.06252598595j,+2544.73401085-393.217923797j,-1612.90371666-2007.19533737j,-931.830294193+2400.41326117j,+1.24061458872+0.842133279682j,+557021.04286,+501645.561504,+179764.960132,+485.35348476,+1520.58809796
2001-08-01 13:00:03.058000 PDT,+370.082021073,-0.0261505247307,+1.00694411773,-0.164133019126,+0.145390234121+1.11852823277j,+0.150745315551+1.06273617525j,+2539.67149716-428.261116291j,-1640.72075474-1985.28947566j,-898.95074242+2413.55059196j,+1.23639584252+0.844942098667j,+558712.581043,+498251.586084,+179707.775892,+485.589046913,+1524.62271136
2001-08-01 13:00:03.060000 PDT,+369.78386051,-0.0402681708609,+1.00683084358,-0.164539283257,+0.145612265347+1.11907241108j,+0.15101998475+1.06295162733j,+2533.86259423-464.750769003j,-1669.4172695-1962.0139918j,-864.44532473+2426.7647608j,+1.23189292888+0.846353738626j,+559620.687915,+494853.851801,+179662.147095,+485.857189242,+1526.51532554
2001-08-01 13:00:03.062000 PDT,+369.485601595,-0.0549824980736,+1.00672880231,-0.16494412888,+0.145834695725+1.11961611455j,+0.151294533769+1.06317245843j,+2527.24291967-502.67009121j,-1698.94652854-1937.32152436j,-828.296391124+2439.99161557j,+1.22708694743+0.846355496043j,+559734.337096,+491485.593511,+179626.862617,+486.153890277,+1526.2401051
2001-08-01 13:00:03.064000 PDT,+369.187873419,-0.0702930721297,+1.00663818853,-0.165346586915,+0.146057049901+1.12015939845j,+0.151568346191+1.06339879349j,+2519.74644602-541.996729327j,-1729.25615938-1911.16606869j,-790.490286646+2453.16279801j,+1.22196271596+0.844948844923j,+559050.132393,+488177.921912,+179601.626142,+486.477587898,+1523.79313128
2001-08-01 13:00:03.066000 PDT,+368.891302107,-0.0861982012427,+1.00655920672,-0.165745700155,+0.146278855224+1.12070231969j,+0.151840810919+1.06363076321j,+2511.30582741-582.702640198j,-1760.28820297-1883.50332311j,-751.017624439+2466.2059633j,+1.21651072397+0.842149448967j,+557572.551084,+484959.036267,+179586.686124,+486.828193287,+1519.19288936
2001-08-01 13:00:03.068000 PDT,+368.596504225,-0.102694947872,+1.00649205302,-0.166140532622,+0.146499646276+1.12124493445j,+0.152111328089+1.06386849374j,+2501.85273616-624.754004256j,-1791.97920688-1854.29102392j,-709.87352928+2479.04502817j,+1.21075161483+0.837986200231j,+555313.840174,+481853.383279,+179582.502333,+487.206200478,+1512.48411993
2001-08-01 13:00:03.070000 PDT,+368.304075114,-0.119779158142,+1.00643687881,-0.166530184977,+0.146718972317+1.12178729347j,+0.152379318791+1.06411208614j,+2491.31819338-668.111202379j,-1824.2603705-1823.48924319j,-667.057822877+2491.60044557j,+1.20473211706+0.832514755486j,+552298.985156,+478898.244769,+179589.5408,+487.612146958,+1503.75726151
2001-08-01 13:00:03.072000 PDT,+368.01457735,-0.137445516721,+1.00639378728,-0.166913812709,+0.146936406111+1.12232944148j,+0.152644236568+1.06436161438j,+2479.6329493-712.728878898j,-1857.05778978-1791.0606867j,-622.575159511+2503.7895656j,+1.19849657974+0.825815872067j,+548568.400368,+476124.885185,+179608.197376,+488.046421065,+1493.13997915
2001-08-01 13:00:03.074000 PDT,+367.728534899,-0.155687619906,+1.00636284923,-0.167290636746,+0.147151549197+1.12287141919j,+0.152905574211+1.06461713421j,+2466.72789175-758.556060283j,-1890.29276428-1756.97098834j,-576.435127477+2515.52704862j,+1.19207366149+0.817981986451j,+544171.723061,+473548.127717,+179638.805941,+488.509291211,+1480.77428781
2001-08-01 13:00:03.076000 PDT,+367.446432323,-0.174498054605,+1.00634411437,-0.167659945357,+0.147364033021+1.1234132646j,+0.153162865117+1.06487868949j,+2452.53445287-805.536295785j,-1923.88212226-1721.18899195j,-528.652330617+2526.72528774j,+1.1854828727+0.809106280649j,+539160.375564,+471169.583309,+179681.681565,+489.00102371,+1466.80159758
2001-08-01 13:00:03.078000 PDT,+367.168715661,-0.193868476481,+1.00633761441,-0.168021092536,+0.147573518397+1.12395501343j,+0.153415682437+1.06514631392j,+2436.98500912-853.607810869j,-1957.73855364-1683.68702111j,-479.24645548+2537.29483198j,+1.17874272609+0.799279373918j,+533584.472204,+468982.814098,+179737.133482,+489.521916806,+1451.35950267
2001-08-01 13:00:03.080000 PDT,+366.895792765,-0.213789686534,+1.00634335987,-0.168373496695,+0.147779695099+1.12449669863j,+0.153663638412+1.06542002925j,+2420.01327386-902.703677747j,-1991.77095395-1644.44113379j,-428.242319912+2547.14481153j,+1.17187617832+0.78859071649j,+527493.065218,+466977.413671,+179805.514374,+490.072434516,+1434.58503223
2001-08-01 13:00:03.082000 PDT,+366.62803246,-0.234251708144,+1.00636133432,-0.168716641074,+0.147982282279+1.12503834959j,+0.153906384792+1.06569984196j,+2401.55468153-952.752010929j,-2025.88478573-1603.43135731j,-375.669895792+2556.18336824j,+1.16491237187+0.777131257364j,+520935.661282,+465141.258975,+179887.251244,+490.653292487,+1416.61902335
2001-08-01 13:00:03.084000 PDT,+366.365762769,-0.255243866804,+1.00639148897,-0.169050075715,+0.148181029622+1.1255799914j,+0.15414361422+1.06598574019j,+2381.54676076-1003.67619363j,-2059.98246124-1560.64189831j,-321.564299524+2564.31809194j,+1.15788566156+0.76499552251j,+513963.588082,+463461.349256,+179982.82138,+491.265395598,+1397.60903326
2001-08-01 13:00:03.086000 PDT,+366.109268748,-0.276754873945,+1.00643373945,-0.16937342026,+0.148375718904+1.12612164436j,+0.154375062149+1.06627769191j,+2359.92949233-1055.39513738j,-2093.96374617-1516.06132281j,-265.965746163+2571.45646019j,+1.15083326973+0.75228252292j,+506630.706718,+461923.888963,+180092.74137,+491.909811478,+1377.71020523
2001-08-01 13:00:03.088000 PDT,+365.858790444,-0.29877291507,+1.00648796517,-0.169686366758,+0.148566165562+1.12666332381j,+0.154600508761+1.06657564449j,+2336.64564668-1107.82357348j,-2127.72618088-1469.68270293j,-208.919465796+2577.5062764j,+1.14379268426+0.739095532498j,+498993.438078,+460514.141231,+180217.549254,+492.587724994,+1357.08438388
2001-08-01 13:00:03.090000 PDT,+365.614521327,-0.321285741566,+1.00655401099,-0.169988681906,+0.14875222+1.12720504025j,+0.154819780545+1.06687952562j,+2311.64109618-1160.87237243j,-2161.16551317-1421.50372751j,-150.475583019+2582.37609994j,+1.13679950769+0.725541120448j,+491110.289228,+459216.382909,+180357.787027,+493.300392917,+1335.89820692
2001-08-01 13:00:03.092000 PDT,+365.376607227,-0.344280765083,+1.0066316891,-0.170280208452,+0.148933768501+1.12774679958j,+0.155032751344+1.06718924434j,+2284.86509568-1214.44888548j,-2194.17613426-1371.52677433j,-90.6889614109+2585.97565982j,+1.12988871625+0.711727884532j,+483041.152575,+458014.076267,+180513.98687,+494.04910796,+1314.32148616
2001-08-01 13:00:03.094000 PDT,+365.145144932,-0.367745153992,+1.00672077525,-0.170560866555,+0.149110734116+1.12828860245j,+0.155239343385+1.06750468885j,+2256.27051948-1268.45730266j,-2226.65150746-1319.75893635j,-29.6190120184+2588.21623901j,+1.12310310663+0.697766919195j,+474847.259064,+456891.989276,+180686.661549,+494.835174605,+1292.52975824
2001-08-01 13:00:03.096000 PDT,+364.920178732,-0.391665934634,+1.00682100188,-0.170830658169,+0.149283079009+1.12883044338j,+0.155439530198+1.06782572263j,+2225.81404947-1322.79903428j,-2258.48459253-1266.2119938j,+32.6705430548+2589.01102808j,+1.11648490817+0.683777964189j,+466593.621441,+455842.994593,+180876.297873,+495.659896094,+1270.7116935
2001-08-01 13:00:03.098000 PDT,+364.701699298,-0.416030098679,+1.00693207434,-0.171089669899,+0.149450806077+1.12937231269j,+0.155633338597+1.06815219352j,+2193.45634241-1377.37312145j,-2289.56828487-1210.90235389j,+96.1119424651+2588.27547534j,+1.11005988341+0.669882651129j,+458348.212849,+454854.377046,+181083.35176,+496.524562699,+1249.05551619
2001-08-01 13:00:03.100000 PDT,+364.489645826,-0.440824708824,+1.00705368522,-0.17133807037,+0.149613957959+1.12991419833j,+0.155820847219+1.06848394177j,+2159.16215312-1432.07663834j,-2319.79582553-1153.85095632j,+160.63367241+2585.92759466j,+1.10384074465+0.656197891624j,+450177.065035,+453909.479355,+181308.243812,+497.43043702,+1227.73981165
2001-08-01 13:00:03.102000 PDT,+364.283909199,-0.466036998813,+1.00718552421,-0.171576105493,+0.149772615033+1.13045608713j,+0.156002183736+1.06882080567j,+2122.90041445-1486.80507673j,-2349.06117415-1095.08315025j,+226.160759702+2581.88822699j,+1.09783130385+0.642833735088j,+442142.465671,+452990.235212,+181551.354895,+498.378737874,+1206.93119434
2001-08-01 13:00:03.104000 PDT,+364.084335235,-0.491654466902,+1.00732728455,-0.171804093289,+0.149926893179+1.13099796562j,+0.156177521782+1.06916262509j,+2084.64427666-1541.45270973j,-2377.25934368-1034.62854658j,+292.615067026+2576.0812563j,+1.09202976393+0.629893071183j,+434302.678647,+452078.966171,+181813.021673,+499.370623995,+1186.78455932
2001-08-01 13:00:03.106000 PDT,+363.890727608,-0.517664963066,+1.00747866674,-0.172022419002,+0.150076941662+1.13153982052j,+0.156347078045+1.06950924363j,+2044.3711087-1595.91293303j,-2404.28669658-972.520848378j,+359.915587886+2568.43378141j,+1.08643098258+0.617472232931j,+426712.234306,+451159.492671,+182093.531779,+500.407177111,+1167.4444657
2001-08-01 13:00:03.108000 PDT,+363.702850358,-0.544056770779,+1.00763938103,-0.172231530777,+0.150222941274+1.13208163909j,+0.156511109703+1.06986051006j,+2002.06246377-1650.07858325j,-2430.04120322-908.797661963j,+427.978739449+2558.87624521j,+1.08102748394+0.605661819704j,+419422.447263,+450217.549797,+182393.114842,+501.489374258,+1149.04658049
2001-08-01 13:00:03.110000 PDT,+363.520430189,-0.570818684041,+1.0078091495,-0.172431935672,+0.150365102611+1.13262340941j,+0.156669912057+1.07021627946j,+1957.70401189-1703.8422315j,-2454.42266246-843.50029164j,+496.718650573+2547.34252314j,+1.07580957437+0.594547026323j,+412481.757937,+449240.631324,+182711.93445,+502.618062911,+1131.71818629
2001-08-01 13:00:03.112000 PDT,+363.34315884,-0.597940079791,+1.00798770829,-0.172624195575,+0.150503664301+1.1331651207j,+0.156823816094+1.07057641449j,+1911.2854428-1757.09644936j,-2477.33288344-776.673522674j,+566.047440639+2533.76997203j,+1.07076523604+0.584207344595j,+405935.697525,+448217.608502,+183050.085915,+503.793951975,+1115.57769656
2001-08-01 13:00:03.114000 PDT,+363.170695728,-0.625410985338,+1.00817480973,-0.172808922715,+0.150638891016+1.13370676361j,+0.156973185787+1.07094078667j,+1862.8003433-1809.73404313j,-2498.6758271-708.365397913j,+635.875483795+2518.09944105j,+1.06588018466+0.574715904249j,+399826.583166,+447138.37992,+183407.598815,+505.017615608,+1100.73366258
2001-08-01 13:00:03.116000 PDT,+363.0026709,-0.653222140185,+1.00837022427,-0.172986774669,+0.150771071231+1.13424833057j,+0.15711841507+1.07130927742j,+1812.24605385-1861.64825283j,-2518.35770679-638.626994127j,+706.111652938+2500.27524696j,+1.06113817348+0.56613869587j,+394193.10889,+445993.628157,+183784.440968,+506.289500603,+1087.28365417
2001-08-01 13:00:03.118000 PDT,+362.838688305,-0.68136505163,+1.00857374191,-0.173158448847,+0.150900514716+1.13478981593j,+0.157259924468+1.07168177892j,+1759.62350996-1912.73291268j,-2536.28704801-567.512204386j,+776.66353805+2480.24511706j,+1.05652151182+0.558533820767j,+389069.931671,+444774.682891,+184180.521773,+507.609931655,+1075.31322521
2001-08-01 13:00:03.120000 PDT,+362.67832932,-0.709832043532,+1.00878517296,-0.173324676543,+0.151027549807+1.13533121615j,+0.157398157446+1.07205819456j,+1704.93707439-1962.88257114j,-2552.37470845-495.07753271j,+847.437634054+2457.96010385j,+1.05201171279+0.551950859314j,+384487.310024,+443473.467478,+184595.694391,+508.979113081,+1064.89508312
2001-08-01 13:00:03.122000 PDT,+362.52115647,-0.738616297819,+1.00900434819,-0.173486216631,+0.15115252048+1.13587252988j,+0.157533576523+1.07243843903j,+1648.19436639-2011.99256943j,-2566.53386055-421.381906949j,+918.33949416+2433.37447638j,+1.04759015923+0.546430389368j,+380470.821602,+442082.492353,+185029.757067,+510.397127905,+1056.08848587
2001-08-01 13:00:03.124000 PDT,+362.366717291,-0.76771188839,+1.00923111828,-0.173643849032,+0.151275783298+1.13641375788j,+0.157666659222+1.07282243808j,+1589.40609441-2059.95907849j,-2578.67993993-346.48651544j,+989.273845526+2406.44559393j,+1.04323870303+0.542003637375j,+377041.155354,+440594.863716,+185482.454137,+511.863935861,+1048.93882217
2001-08-01 13:00:03.126000 PDT,+362.214548288,-0.797113807177,+1.00946535282,-0.173798368001,+0.151397704254+1.13695490301j,+0.157797893896+1.07321012792j,+1528.58589884-2106.67909545j,-2588.7305637-270.454672539j,+1060.14466486+2377.13376799j,+1.03894015543+0.538692232549j,+374213.960017,+439004.294619,+185953.477218,+513.379371692,+1043.47732088
2001-08-01 13:00:03.128000 PDT,+362.064178961,-0.826817982216,+1.00970693889,-0.173950575316,+0.151518655544+1.13749597j,+0.157927775479+1.07360145444j,+1465.75021095-2152.05040146j,-2596.60542336-193.351717553j,+1130.85521242+2345.40211901j,+1.03467865613+0.53650804489j,+371999.734321,+437305.119075,+186442.466866,+514.943144613,+1039.72085846
2001-08-01 13:00:03.130000 PDT,+361.915135884,-0.85682128759,+1.00995577933,-0.174101273413,+0.151639012288+1.13803696534j,+0.158056801181+1.07399637233j,+1400.91813419-2195.97148356j,-2602.22615785-115.244951052j,+1201.30802365+2311.21643461j,+1.03043992555+0.535453098769j,+370403.752667,+435492.313922,+186949.014735,+516.554838965,+1037.671853
2001-08-01 13:00:03.132000 PDT,+361.766946787,-0.887121545204,+1.01021179092,-0.174251258519,+0.151759149236+1.13857789706j,+0.158185466174+1.07439484399j,+1334.1113538-2238.34142413j,-2605.51621254-36.2036118002j,+1271.40485874+2274.54503593j,+1.02621141154+0.535519562932j,+369426.025085,+433561.533273,+187472.665378,+518.213913802,+1037.318249
2001-08-01 13:00:03.134000 PDT,+361.619144646,-0.917717518364,+1.01047490244,-0.174401313851,+0.151879437477+1.13911877449j,+0.158314259298+1.07479683847j,+1265.35407982-2279.05976216j,-2606.40069069+43.7011031775j,+1341.04661087+2235.35865899j,+1.02198234487+0.536689821776j,+369061.294908,+431509.158103,+188012.916198,+519.919697233,+1038.63360365
2001-08-01 13:00:03.136000 PDT,+361.471271723,-0.948608897217,+1.01074505279,-0.174552202921,+0.152000241181+1.13965960806j,+0.158443658821+1.07520233042j,+1194.67302854-2318.02633139j,-2604.80620389+124.395973766j,+1410.13317536+2193.63035762j,+1.01774371639+0.538936634706j,+369299.078629,+429332.359636,+188569.219745,+521.671387178,+1041.5772882
2001-08-01 13:00:03.138000 PDT,+361.322883528,-0.97979627617,+1.01102218911,-0.174704663028,+0.152121914412+1.14020040907j,+0.158574128302+1.07561129909j,+1122.09744635-2355.14108093j,-2600.66072875+205.805646406j,+1478.56328241+2149.33543452j,+1.01348818767+0.542223387192j,+370123.751514,+427029.172739,+189140.98896,+523.468060238,+1046.09481298
2001-08-01 13:00:03.140000 PDT,+361.17355268,-1.01128112347,+1.01130626518,-0.174859398987,+0.152244798028+1.14074118952j,+0.158706112588+1.07602372735j,+1047.65917948-2390.30388472j,-2593.89347667+287.852478425j,+1546.23429719+2102.45140629j,+1.00920994781+0.546504433605j,+371514.681297,+424598.573818,+189727.603162,+525.308682636,+1052.11827953
2001-08-01 13:00:03.142000 PDT,+361.02287262,-1.04306574318,+1.01159723984,-0.175017077173,+0.152369216716+1.14128196191j,+0.158840033989+1.07643960087j,+971.392792172-2423.41434655j,-2584.43478409+370.4563382j,+1613.04199192+2052.95800835j,+1.00490452832+0.551725529742j,+373446.409954,+422040.557108,+190328.413836,+527.192120696,+1059.56695971
