# file...... output/Gen_2_meter.csv
# date...... Tue Feb 28 22:47:23 2023
# user...... ananth
# host...... (null)
# target.... diesel_dg 5
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,power_out_A.real,power_out_A.imag,power_out_A, power_out_B.real,power_out_B.imag,power_out_B, power_out_C.real,power_out_C.imag, power_out_C, pwr_electric.real,pwr_electric.imag,pwr_electric
2001-08-01 13:00:03.014000 PDT,+435437.593966,+89454.6194236,+435437.593966+89454.6194236i,+303748.956442,+24245.2054919,+303748.956442+24245.2054919j,+325341.08354,-12488.6058542,+325341.08354-12488.6058542j,+1064527.63395,+101211.219061,+1064527.63395+101211.219061i
2001-08-01 13:00:03.016000 PDT,+432640.437921,+88947.4725668,+432640.437921+88947.4725668i,+296640.008194,+25944.8942104,+296640.008194+25944.8942104j,+319492.749925,-16806.1042512,+319492.749925-16806.1042512j,+1048773.19604,+98086.262526,+1048773.19604+98086.262526i
2001-08-01 13:00:03.018000 PDT,+430244.899987,+89359.0470207,+430244.899987+89359.0470207i,+290639.436336,+29475.7471884,+290639.436336+29475.7471884j,+313298.280376,-18560.9344474,+313298.280376-18560.9344474j,+1034182.6167,+100273.859762,+1034182.6167+100273.859762i
2001-08-01 13:00:03.020000 PDT,+428568.248212,+89839.6291947,+428568.248212+89839.6291947i,+286118.740226,+33670.0393217,+286118.740226+33670.0393217j,+307497.701886,-18664.4716142,+307497.701886-18664.4716142j,+1022184.69032,+104845.196902,+1022184.69032+104845.196902i
2001-08-01 13:00:03.022000 PDT,+427381.07716,+89860.470235,+427381.07716+89860.470235i,+282909.780435,+37678.3450233,+282909.780435+37678.3450233j,+302276.357015,-17877.3168135,+302276.357015-17877.3168135j,+1012567.21461,+109661.498445,+1012567.21461+109661.498445i
2001-08-01 13:00:03.024000 PDT,+426269.928303,+89283.5304369,+426269.928303+89283.5304369i,+280640.639635,+41046.7659659,+280640.639635+41046.7659659j,+297520.960132,-16653.5813106,+297520.960132-16653.5813106j,+1004431.52807,+113676.715092,+1004431.52807+113676.715092i
2001-08-01 13:00:03.026000 PDT,+424881.832681,+88237.0718722,+424881.832681+88237.0718722i,+278941.62763,+43625.5717263,+278941.62763+43625.5717263j,+293044.310222,-15169.8865655,+293044.310222-15169.8865655j,+996867.770534,+116692.757033,+996867.770534+116692.757033i
2001-08-01 13:00:03.028000 PDT,+423016.644058,+86961.7212832,+423016.644058+86961.7212832i,+277534.773023,+45446.1904702,+277534.773023+45446.1904702j,+288722.002154,-13440.8234739,+288722.002154-13440.8234739j,+989273.419235,+118967.088279,+989273.419235+118967.088279i
2001-08-01 13:00:03.030000 PDT,+420624.445908,+85698.8924037,+420624.445908+85698.8924037i,+276251.907483,+46614.8110728,+276251.907483+46614.8110728j,+284532.450158,-11439.2322832,+284532.450158-11439.2322832j,+981408.803549,+120874.471193,+981408.803549+120874.471193i
2001-08-01 13:00:03.032000 PDT,+417761.694797,+84631.745129,+417761.694797+84631.745129i,+275010.118578,+47241.4108199,+275010.118578+47241.4108199j,+280531.327333,-9171.61602548,+280531.327333-9171.61602548j,+973303.140708,+122701.539923,+973303.140708+122701.539923i
2001-08-01 13:00:03.034000 PDT,+414539.315506,+83869.368082,+414539.315506+83869.368082i,+273772.029876,+47410.4137865,+273772.029876+47410.4137865j,+276804.304356,-6700.78487575,+276804.304356-6700.78487575j,+965115.649738,+124578.996993,+965115.649738+124578.996993i
2001-08-01 13:00:03.036000 PDT,+411082.22663,+83457.7475398,+411082.22663+83457.7475398i,+272514.130692,+47181.8140714,+272514.130692+47181.8140714j,+273427.780573,-4133.97293939,+273427.780573-4133.97293939j,+957024.137895,+126505.588672,+957024.137895+126505.588672i
2001-08-01 13:00:03.038000 PDT,+407506.968938,+83400.131025,+407506.968938+83400.131025i,+271211.630708,+46604.4326855,+271211.630708+46604.4326855j,+270447.635621,-1597.86306294,+270447.635621-1597.86306294j,+949166.235266,+128406.700648,+949166.235266+128406.700648i
2001-08-01 13:00:03.040000 PDT,+403913.831943,+83674.4807327,+403913.831943+83674.4807327i,+269836.425076,+45727.8029569,+269836.425076+45727.8029569j,+267874.223175,+784.516500249,+267874.223175+784.516500249j,+941624.480194,+130186.80019,+941624.480194+130186.80019i
2001-08-01 13:00:03.042000 PDT,+400386.528008,+84245.8952189,+400386.528008+84245.8952189i,+268361.113015,+44609.7369269,+268361.113015+44609.7369269j,+265687.12916,+2910.74805591,+265687.12916+2910.74805591j,+934434.770184,+131766.380202,+934434.770184+131766.380202i
2001-08-01 13:00:03.044000 PDT,+396996.375869,+85073.1147359,+396996.375869+85073.1147359i,+266766.720802,+43318.1563798,+266766.720802+43318.1563798j,+263846.592893,+4707.29676161,+263846.592893+4707.29676161j,+927609.689565,+133098.567877,+927609.689565+133098.567877i
2001-08-01 13:00:03.046000 PDT,+393805.152212,+86109.5432183,+393805.152212+86109.5432183i,+265048.344065,+41926.5289906,+265048.344065+41926.5289906j,+262303.982226,+6128.73137977,+262303.982226+6128.73137977j,+921157.478502,+134164.803589,+921157.478502+134164.803589i
2001-08-01 13:00:03.048000 PDT,+390865.456913,+87303.2822477,+390865.456913+87303.2822477i,+263216.723681,+40507.5297881,+263216.723681+40507.5297881j,+261008.667357,+7153.62108869,+261008.667357+7153.62108869j,+915090.847952,+134964.433124,+915090.847952+134964.433124i
2001-08-01 13:00:03.050000 PDT,+388219.905201,+88598.0807847,+388219.905201+88598.0807847i,+261296.92887,+39127.5677859,+261296.92887+39127.5677859j,+259912.285957,+7780.18987546,+259912.285957+7780.18987546j,+909429.120029,+135505.838446,+909429.120029+135505.838446i
2001-08-01 13:00:03.052000 PDT,+385899.921275,+89935.1556052,+385899.921275+89935.1556052i,+259325.21939,+37842.7011626,+259325.21939+37842.7011626j,+258971.156202,+8022.3253235,+258971.156202+8022.3253235j,+904196.296868,+135800.182091,+904196.296868+135800.182091i
2001-08-01 13:00:03.054000 PDT,+383924.878479,+91255.7523925,+383924.878479+91255.7523925i,+257345.16596,+36696.2437536,+257345.16596+36696.2437536j,+258147.637307,+7906.31769408,+258147.637307+7906.31769408j,+899417.681746,+135858.31384,+899417.681746+135858.31384i
2001-08-01 13:00:03.056000 PDT,+382302.016888,+92503.9840848,+382302.016888+92503.9840848i,+255403.844138,+35717.8661269,+255403.844138+35717.8661269j,+257410.999509,+7468.18537657,+257410.999509+7468.18537657j,+895116.860536,+135690.035588,+895116.860536+135690.035588i
2001-08-01 13:00:03.058000 PDT,+381027.219905,+93629.4511296,+381027.219905+93629.4511296i,+253548.555929,+34923.7936807,+253548.555929+34923.7936807j,+256738.039169,+6751.26839579,+256738.039169+6751.26839579j,+891313.815003,+135304.513206,+891313.815003+135304.513206i
2001-08-01 13:00:03.060000 PDT,+380086.487169,+94589.2980455,+380086.487169+94589.2980455i,+251824.227986,+34317.7147402,+251824.227986+34317.7147402j,+256113.427927,+5803.84312537,+256113.427927+5803.84312537j,+888024.143082,+134710.855911,+888024.143082+134710.855911i
2001-08-01 13:00:03.062000 PDT,+379457.837573,+95349.5563241,+379457.837573+95349.5563241i,+250271.450994,+33892.119191,+250271.450994+33892.119191j,+255529.687927,+4676.67736552,+255529.687927+4676.67736552j,+885258.976493,+133918.352881,+885258.976493+133918.352881i
2001-08-01 13:00:03.064000 PDT,+379113.379526,+95885.7816058,+379113.379526+95885.7816058i,+248925.054417,+33629.9035577,+248925.054417+33629.9035577j,+254986.710329,+3420.58736733,+254986.710329+3420.58736733j,+883025.144272,+132936.272531,+883025.144272+132936.272531i
2001-08-01 13:00:03.066000 PDT,+379021.343841,+96183.0860734,+379021.343841+96183.0860734i,+247813.113267,+33506.1546893,+247813.113267+33506.1546893j,+254490.814585,+2084.13325447,+254490.814585+2084.13325447j,+881325.271693,+131773.374017,+881325.271693+131773.374017i
2001-08-01 13:00:03.068000 PDT,+379147.945951,+96235.7009188,+379147.945951+96235.7009188i,+246956.315309,+33490.0555834,+246956.315309+33490.0555834j,+254053.428014,+711.59801968,+254053.428014+711.59801968j,+880157.689274,+130437.354522,+880157.689274+130437.354522i
2001-08-01 13:00:03.070000 PDT,+379460.664013,+96051.0041547,+379460.664013+96051.0041547i,+246368.872207,+33552.5989982,+246368.872207+33552.5989982j,+253691.140974,-652.283195224,+253691.140974-652.283195224j,+879520.677194,+128951.319958,+879520.677194+128951.319958i
2001-08-01 13:00:03.072000 PDT,+379930.147819,+95642.6583778,+379930.147819+95642.6583778i,+246059.866358,+33662.1047329,+246059.866358+33662.1047329j,+253425.169878,-1970.84893935,+253425.169878-1970.84893935j,+879415.184055,+127333.914171,+879415.184055+127333.914171i
2001-08-01 13:00:03.074000 PDT,+380529.424306,+95027.3025367,+380529.424306+95027.3025367i,+246031.736705,+33783.2242021,+246031.736705+33783.2242021j,+253277.764837,-3219.22992523,+253277.764837-3219.22992523j,+879838.925848,+125591.296814,+879838.925848+125591.296814i
2001-08-01 13:00:03.076000 PDT,+381233.300466,+94224.4230322,+381233.300466+94224.4230322i,+246279.095936,+33879.6344194,+246279.095936+33879.6344194j,+253268.985569,-4383.33289091,+253268.985569-4383.33289091j,+880781.381971,+123720.724561,+880781.381971+123720.724561i
2001-08-01 13:00:03.078000 PDT,+382018.410165,+93256.330423,+382018.410165+93256.330423i,+246788.763605,+33916.8989774,+246788.763605+33916.8989774j,+253414.75789,-5458.08733431,+253414.75789-5458.08733431j,+882221.93166,+121715.142066,+882221.93166+121715.142066i
2001-08-01 13:00:03.080000 PDT,+382863.673894,+92147.8062437,+382863.673894+92147.8062437i,+247540.743978,+33864.8253326,+247540.743978+33864.8253326j,+253726.022129,-6445.65956503,+253726.022129-6445.65956503j,+884130.440001,+119566.972011,+884130.440001+119566.972011i
2001-08-01 13:00:03.082000 PDT,+383750.846693,+90925.2592311,+383750.846693+90925.2592311i,+248509.740901,+33698.9768584,+248509.740901+33698.9768584j,+254208.597408,-7354.00995478,+254208.597408-7354.00995478j,+886469.185003,+117270.226135,+886469.185003+117270.226135i
2001-08-01 13:00:03.084000 PDT,+384664.809031,+89615.5377957,+384664.809031+89615.5377957i,+249666.737176,+33401.3460984,+249666.737176+33401.3460984j,+254863.295415,-8195.78844334,+254863.295415-8195.78844334j,+889194.841622,+114821.095451,+889194.841622+114821.095451i
2001-08-01 13:00:03.086000 PDT,+385593.483397,+88244.6899603,+385593.483397+88244.6899603i,+250980.375517,+32960.4410039,+250980.375517+32960.4410039j,+255686.050231,-8987.33407295,+255686.050231-8987.33407295j,+892259.909145,+112217.796891,+892259.909145+112217.796891i
2001-08-01 13:00:03.088000 PDT,+386527.452127,+86836.8736416,+386527.452127+86836.8736416i,+252418.099014,+32371.0169187,+252418.099014+32371.0169187j,+256668.058659,-9747.62053068,+256668.058659-9747.62053068j,+895613.6098,+109460.27003,+895613.6098+109460.27003i
2001-08-01 13:00:03.090000 PDT,+387459.394276,+85413.5088666,+387459.394276+85413.5088666i,+253947.084817,+31633.5886974,+253947.084817+31633.5886974j,+257795.982301,-10497.1211579,+257795.982301-10497.1211579j,+899202.461394,+106549.976406,+899202.461394+106549.976406i
2001-08-01 13:00:03.092000 PDT,+388383.445724,+83992.7051401,+388383.445724+83992.7051401i,+255535.010236,+30753.7996036,+255535.010236+30753.7996036j,+259052.252607,-11256.630132,+259052.252607-11256.630132j,+902970.708567,+103489.874612,+902970.708567+103489.874612i
2001-08-01 13:00:03.094000 PDT,+389294.747028,+82589.4081527,+389294.747028+82589.4081527i,+257150.827125,+29742.2197127,+257150.827125+29742.2197127j,+260415.680737,-12045.5120827,+260415.680737-12045.5120827j,+906861.25489,+100286.115783,+906861.25489+100286.115783i
2001-08-01 13:00:03.096000 PDT,+390189.674877,+81216.9373922,+390189.674877+81216.9373922i,+258765.961501,+28615.4533209,+258765.961501+28615.4533209j,+261862.842253,-12878.5153675,+261862.842253-12878.5153675j,+910818.478631,+96953.8753456,+910818.478631+96953.8753456i
2001-08-01 13:00:03.098000 PDT,+391065.10701,+79883.4126049,+391065.10701+79883.4126049i,+260354.884271,+27391.142348,+260354.884271+27391.142348j,+263368.755765,-13769.6539069,+263368.755765-13769.6539069j,+914788.747045,+93504.901046,+914788.747045+93504.901046i
2001-08-01 13:00:03.100000 PDT,+391917.111349,+78592.439986,+391917.111349+78592.439986i,+261894.329479,+26087.2831607,+261894.329479+26087.2831607j,+264906.452212,-14731.1563077,+264906.452212-14731.1563077j,+918717.89304,+89948.5668389,+918717.89304+89948.5668389i
2001-08-01 13:00:03.102000 PDT,+392740.291737,+77344.1988552,+392740.291737+77344.1988552i,+263362.955529,+24721.9984713,+263362.955529+24721.9984713j,+266447.205362,-15772.2314486,+266447.205362-15772.2314486j,+922550.452628,+86293.9658779,+922550.452628+86293.9658779i
2001-08-01 13:00:03.104000 PDT,+393527.661023,+76136.4645816,+393527.661023+76136.4645816i,+264741.380153,+23313.2964464,+264741.380153+23313.2964464j,+267961.268652,-16898.2066652,+267961.268652-16898.2066652j,+926230.309828,+82551.5543628,+926230.309828+82551.5543628i
2001-08-01 13:00:03.106000 PDT,+394270.793394,+74965.4234435,+394270.793394+74965.4234435i,+266012.362246,+21878.6588485,+266012.362246+21878.6588485j,+269418.818714,-18110.1899097,+269418.818714-18110.1899097j,+929701.974355,+78733.8923824,+929701.974355+78733.8923824i
2001-08-01 13:00:03.108000 PDT,+394960.066854,+73826.307762,+394960.066854+73826.307762i,+267160.942861,+20434.5071278,+267160.942861+20434.5071278j,+270790.870554,-19405.1820132,+270790.870554-19405.1820132j,+932911.880268,+74855.6328767,+932911.880268+74855.6328767i
2001-08-01 13:00:03.110000 PDT,+395584.915542,+72713.9134964,+395584.915542+72713.9134964i,+268174.46982,+18995.6592357,+268174.46982+18995.6592357j,+272050.05096,-20776.4986075,+272050.05096-20776.4986075j,+935809.436321,+70933.0741246,+935809.436321+70933.0741246i
2001-08-01 13:00:03.112000 PDT,+396134.068041,+71623.0440474,+396134.068041+71623.0440474i,+269042.499345,+17574.8710846,+269042.499345+17574.8710846j,+273171.192026,-22214.3729424,+273171.192026-22214.3729424j,+938347.759412,+66983.5421897,+938347.759412+66983.5421897i
2001-08-01 13:00:03.114000 PDT,+396595.774672,+70548.9072265,+396595.774672+70548.9072265i,+269756.602219,+16182.5276583,+269756.602219+16182.5276583j,+274131.750957,-23706.63407,+274131.750957-23706.63407j,+940484.127849,+63024.8008148,+940484.127849+63024.8008148i
2001-08-01 13:00:03.116000 PDT,+396958.042855,+69487.4693123,+396958.042855+69487.4693123i,+270310.122329,+14826.5116167,+270310.122329+14826.5116167j,+274912.090307,-25239.3924652,+274912.090307-25239.3924652j,+942180.255492,+59074.5884638,+942180.255492+59074.5884638i
2001-08-01 13:00:03.118000 PDT,+397208.896705,+68435.7491616,+397208.896705+68435.7491616i,+270697.933129,+13512.2381894,+270697.933129+13512.2381894j,+275495.653831,-26797.7021076,+275495.653831-26797.7021076j,+943402.483666,+55150.2852435,+943402.483666+55150.2852435i
2001-08-01 13:00:03.120000 PDT,+397336.662534,+67392.0317457,+397336.662534+67392.0317457i,+270916.220008,+12242.8241417,+270916.220008+12242.8241417j,+275869.059935,-28366.1851343,+275869.059935-28366.1851343j,+944121.942477,+51268.670753,+944121.942477+51268.670753i
2001-08-01 13:00:03.122000 PDT,+397330.271219,+66355.9889232,+397330.271219+66355.9889232i,+270962.30057,+11019.3542997,+270962.30057+11019.3542997j,+276022.123692,-29929.6073083,+276022.123692-29929.6073083j,+944314.695481,+47445.7359146,+944314.695481+47445.7359146i
2001-08-01 13:00:03.124000 PDT,+397179.563949,+65328.7048533,+397179.563949+65328.7048533i,+270834.485904,+9841.21181532,+270834.485904+9841.21181532j,+275947.814907,-31473.3924788,+275947.814907-31473.3924788j,+943961.86476,+43696.5241899,+943961.86476+43696.5241899i
2001-08-01 13:00:03.126000 PDT,+396875.586905,+64312.611862,+396875.586905+64312.611862i,+270531.980803,+8706.44262375,+270531.980803+8706.44262375j,+275642.158443,-32984.0642071,+275642.158443-32984.0642071j,+943049.726152,+40034.9902787,+943049.726152+40034.9902787i
2001-08-01 13:00:03.128000 PDT,+396410.861676,+63311.3495752,+396410.861676+63311.3495752i,+270054.818785,+7612.13008004,+270054.818785+7612.13008004j,+275104.083458,-34449.6034315,+275104.083458-34449.6034315j,+941569.763919,+36473.8762237,+941569.763919+36473.8762237i
2001-08-01 13:00:03.130000 PDT,+395779.621058,+62329.5638437,+395779.621058+62329.5638437i,+269403.828221,+6554.76057926,+269403.828221+6554.76057926j,+274335.231122,-35859.7144609,+274335.231122-35859.7144609j,+939518.680401,+33024.609962,+939518.680401+33024.609962i
2001-08-01 13:00:03.132000 PDT,+394978.003029,+61372.6628242,+394978.003029+61372.6628242i,+268580.625919,+5530.56449015,+268580.625919+5530.56449015j,+273339.731821,-37205.996087,+273339.731821-37205.996087j,+936898.360768,+29697.2312273,+936898.360768+29697.2312273i
2001-08-01 13:00:03.134000 PDT,+394004.198145,+60446.5473333,+394004.198145+60446.5473333i,+267587.635422,+4535.81956785,+267587.635422+4535.81956785j,+272123.963392,-38482.020311,+272123.963392-38482.020311j,+933715.796959,+26500.3465901,+933715.796959+26500.3465901i
2001-08-01 13:00:03.136000 PDT,+392858.547491,+59557.3306654,+392858.547491+59557.3306654i,+266428.125889,+3567.10704515,+266428.125889+3567.10704515j,+270696.301599,-39683.3258569,+270696.301599-39683.3258569j,+929982.974979,+23441.1118537,+929982.974979+23441.1118537i
2001-08-01 13:00:03.138000 PDT,+391543.589511,+58711.0618224,+391543.589511+58711.0618224i,+265106.267121,+2621.51382362,+265106.267121+2621.51382362j,+269066.872314,-40807.3373359,+269066.872314-40807.3373359j,+925716.728946,+20525.2383101,+925716.728946+20525.2383101i
2001-08-01 13:00:03.140000 PDT,+390064.056133,+57913.4638891,+390064.056133+57913.4638891i,+263627.195223,+1696.77706883,+263627.195223+1696.77706883j,+267247.313142,-41853.2230381,+267247.313142-41853.2230381j,+920938.564498,+17757.0179198,+920938.564498+17757.0179198i
2001-08-01 13:00:03.142000 PDT,+388426.819332,+57169.6972551,+388426.819332+57169.6972551i,+261997.082441,+791.371091846,+261997.082441+791.371091846j,+265250.550664,-42821.7062359,+265250.550664-42821.7062359j,+915674.452437,+15139.362111,+915674.452437+15139.362111i
2001-08-01 13:00:03.144000 PDT,+386640.791212,+56484.1555821,+386640.791212+56484.1555821i,+260223.204569,-95.4611160511,+260223.204569-95.4611160511j,+263090.597109,-43714.8443461,+263090.597109-43714.8443461j,+909954.59289,+12673.85012,+909954.59289+12673.85012i
2001-08-01 13:00:03.146000 PDT,+384716.781814,+55860.3001103,+384716.781814+55860.3001103i,+258313.999119,-963.726659481,+258313.999119-963.726659481j,+260782.368989,-44535.7904034,+260782.368989-44535.7904034j,+903813.149921,+10360.7830474,+903813.149921+10360.7830474i
2001-08-01 13:00:03.148000 PDT,+382667.320271,+55300.5359353,+382667.320271+55300.5359353i,+256279.107835,-1812.74522688,+256279.107835-1812.74522688j,+258341.52829,-45288.5494621,+258341.52829-45288.5494621j,+897287.956397,+8199.24124631,+897287.956397+8199.24124631i
2001-08-01 13:00:03.150000 PDT,+380506.445843,+54806.1317579,+380506.445843+54806.1317579i,+254129.397992,-2641.2470862,+254129.397992-2641.2470862j,+255784.345859,-45977.7416216,+255784.345859-45977.7416216j,+890420.189694,+6187.14305015,+890420.189694+6187.14305015i
2001-08-01 13:00:03.152000 PDT,+378249.476175,+54377.1828363,+378249.476175+54377.1828363i,+251876.957768,-3447.49797849,+251876.957768-3447.49797849j,+253127.584984,-46608.3808371,+253127.584984-46608.3808371j,+883254.018928,+4321.30402078,+883254.018928+4321.30402078i
2001-08-01 13:00:03.154000 PDT,+375912.760404,+54012.614979,+375912.760404+54012.614979i,+249535.06236,-4229.44207205,+249535.06236-4229.44207205j,+250388.4024,-47185.6769846,+250388.4024-47185.6769846j,+875836.225163,+2597.49592239,+875836.225163+2597.49592239i
2001-08-01 13:00:03.156000 PDT,+373513.424717,+53710.2261216,+373513.424717+53710.2261216i,+247118.108918,-4984.85415109,+247118.108918-4984.85415109j,+247584.26321,-47714.8665274,+247584.26321-47714.8665274j,+868215.796845,+1010.50544312,+868215.796845+1010.50544312i
2001-08-01 13:00:03.158000 PDT,+371069.117602,+53466.7608377,+371069.117602+53466.7608377i,+244641.519747,-5711.49307811,+244641.519747-5711.49307811j,+244732.865389,-48201.0746791,+244732.865389-48201.0746791j,+860443.502738,-445.806919494,+860443.502738-445.806919494i
2001-08-01 13:00:03.160000 PDT,+368597.761259,+53278.0123402,+368597.761259+53278.0123402i,+242121.614729,-6407.24912138,+242121.614729-6407.24912138j,+241852.069551,-48649.2105963,+241852.069551-48649.2105963j,+852571.44554,-1778.44737748,+852571.44554-1778.44737748i
2001-08-01 13:00:03.162000 PDT,+366117.314894,+53138.9459989,+366117.314894+53138.9459989i,+239575.455467,-7070.27911126,+239575.455467-7070.27911126j,+238959.829517,-49063.8949137,+238959.829517-49063.8949137j,+844652.599878,-2995.2280261,+844652.599878-2995.2280261i
2001-08-01 13:00:03.164000 PDT,+363645.554257,+53043.838333,+363645.554257+53043.838333i,+237020.664459,-7699.12405687,+237020.664459-7699.12405687j,+236074.119542,-49449.4176746,+236074.119542-49449.4176746j,+836740.338257,-4104.70339848,+836740.338257-4104.70339848i
2001-08-01 13:00:03.166000 PDT,+361199.870876,+52986.4254083,+361199.870876+52986.4254083i,+234475.224104,-8292.80563411,+234475.224104-8292.80563411j,+233212.85466,-49809.7235367,+233212.85466-49809.7235367j,+828887.949641,-5116.10376255,+828887.949641-5116.10376255i
2001-08-01 13:00:03.168000 PDT,+358797.092988,+52960.0549748,+358797.092988+52960.0549748i,+231957.260761,-8850.89875412,+231957.260761-8850.89875412j,+230393.801403,-50148.4203362,+230393.801403-50148.4203362j,+821148.155152,-6039.26411547,+821148.155152-6039.26411547i
2001-08-01 13:00:03.170000 PDT,+356453.329254,+52957.8372336,+356453.329254+52957.8372336i,+229484.819538,-9373.5789011,+229484.819538-9373.5789011j,+227634.476828,-50468.8060984,+227634.476828-50468.8060984j,+813572.62562,-6884.54776587,+813572.62562-6884.54776587i
2001-08-01 13:00:03.172000 PDT,+354183.834975,+52972.7896268,+354183.834975+52972.7896268i,+227075.635897,-9861.64393431,+227075.635897-9861.64393431j,+224952.035286,-50773.9101503,+224952.035286-50773.9101503j,+806211.506157,-7662.76445777,+806211.506157-7662.76445777i
2001-08-01 13:00:03.174000 PDT,+352002.900086,+52997.9719576,+352002.900086+52997.9719576i,+224746.909745,-10316.5111867,+224746.909745-10316.5111867j,+222363.142995,-51066.5428502,+222363.142995-51066.5428502j,+799112.952826,-8385.08207932,+799112.952826-8385.08207932i
2001-08-01 13:00:03.176000 PDT,+349923.756914,+53026.6089212,+349923.756914+53026.6089212i,+222515.087549,-10740.1914636,+222515.087549-10740.1914636j,+219883.841641,-51349.3498093,+219883.841641-51349.3498093j,+792322.686104,-9062.93235172,+792322.686104-9062.93235172i
2001-08-01 13:00:03.178000 PDT,+347958.505836,+53052.1977799,+347958.505836+53052.1977799i,+220395.657355,-11135.2424529,+220395.657355-11135.2424529j,+217529.403311,-51624.8657941,+217529.403311-51624.8657941j,+785883.566502,-9707.91046709,+785883.566502-9707.91046709i
2001-08-01 13:00:03.180000 PDT,+346118.056102,+53068.5999802,+346118.056102+53068.5999802i,+218402.960806,-11504.704457,+218402.960806-11504.704457j,+215314.179492,-51895.5648637,+215314.179492-51895.5648637j,+779835.1964,-10331.6693405,+779835.1964-10331.6693405i
2001-08-01 13:00:03.182000 PDT,+344412.07949,+53070.1159195,+344412.07949+53070.1159195i,+216550.025614,-11852.021968,+216550.025614-11852.021968j,+213251.447974,-52163.9033413,+213251.447974-52163.9033413j,+774213.553078,-10945.8093898,+774213.553078-10945.8093898i
2001-08-01 13:00:03.184000 PDT,+342848.974274,+53051.5430626,+342848.974274+53051.5430626i,+214848.420895,-12180.9547124,+214848.420895-12180.9547124j,+211353.261192,-52432.3532911,+211353.261192-52432.3532911j,+769050.656361,-11561.7649408,+769050.656361-11561.7649408i
2001-08-01 13:00:03.186000 PDT,+341435.837366,+53008.2179688,+341435.837366+53008.2179688i,+213308.137008,-12495.4819294,+213308.137008-12495.4819294j,+209630.300432,-52703.4246876,+209630.300432-52703.4246876j,+764374.274807,-12190.6886482,+764374.274807-12190.6886482i
2001-08-01 13:00:03.188000 PDT,+340178.442994,+52936.043279,+340178.442994+52936.043279i,+211937.49066,-12799.7036586,+211937.49066-12799.7036586j,+208091.739735,-52979.675246,+208091.739735-52979.675246j,+760207.673389,-12843.3356256,+760207.673389-12843.3356256i
